Название;Регион;Район;Населённый пункт;Адрес;Широта;Долгота;Телефоны;Время работы
"МУЗ ""Кировская ЦГБ""";Мурманская область;Кировский;Кировск;г. Кировск, пр. Ленина, 26-б;67.632599;33.723980;(81531) 5-02-00;пн-пт 8.00 - 13.00
"МУЗ ""Ковдорская ЦРБ""";Мурманская область;Ковдорский;Ковдор;г. Ковдор, ул. Кошица, 11;67.568321;30.485580;(81535) 7-12-81, 7-46-66;пн-пт 8.00-13.00
"МУЗ ""ЦГБ г. Оленегорск""";Мурманская область;Оленегорский;Оленегорск;г. Оленегорск, ул. Строительная, 20;68.154900;33.235561;(81552) 5-11-08;пн-пт 8.00-13.00
"МУЗ ""ЦРБ ЗАТО г.Североморск""";Мурманская область;Североморский;Североморск;г. Североморск, ул. Колышкина, 5;69.067513;33.430882;(81537) 5-36-04, 5-00-29, ОПК: 5-07-00;пн-пт 8.00 - 13.00
Станция переливания крови;Орловская область;Орловский;Орел;г. Орел, Наугорское шоссе, 2;52.986652;36.042833;(4862) 41-78-98, 41-58-82;пн-пт 8.00 - 13.00
"ГУЗ ""Санкт-Петербургская городская Александровская больница""";Санкт-Петербург;Санкт-Петербург;Санкт-Петербург;пр-т. Солидарности, 4;59.927338;30.489181;(812) 583-16-23, 589-11-41;вт,чт 9.00 - 12.00, ср 9.00-19.00
"ГУЗ ""Санкт-Петербургская ГБ №5""";Санкт-Петербург;Санкт-Петербург;Санкт-Петербург;ул. Авангардная, 4;59.840786;30.182143;(812) 735-07-66;пн-пт 9.00 - 12.00
"ГУЗ ""Санкт-Петербургская ГБ №26""";Санкт-Петербург;Санкт-Петербург;Санкт-Петербург;ул. Костюшко, 2;59.849205;30.295182;(812) 723-32-28, 723-32-24;пн,ср,чт 9.00 - 12.00
"ГУЗ ""Санкт-Петербургская  ГБ Святой Преподобномученицы Елизаветы""";Санкт-Петербург;Санкт-Петербург;Санкт-Петербург;ул. Вавиловых, 14;60.024483;30.391399;(812) 555-15-05, 555-57-73;пн 15.00 - 19.00,  вт-пт 9.00 - 11-2.00
"ГУЗ ""Санкт-Петербургская городская многопрофильная больница №2""";Санкт-Петербург;Санкт-Петербург;Санкт-Петербург;Учебный пер., 5;60.037292;30.336231;(812) 513-64-54, 510-79-31;пн-пт 9.00-12.00
"ГУЗ ОПК ""Санкт-Петербургская городская Мариинская больница""";Санкт-Петербург;Санкт-Петербург;Санкт-Петербург;Литейный пр-т., 56;59.935283;30.350629;(812) 275-74-55;пн,ср,чт 9.00 - 12.00
"ГУЗ ""Санкт-Петербургская ГБ Святого Великомученика Георгия""";Санкт-Петербург;Санкт-Петербург;Санкт-Петербург;Северный пр-т, 1;60.02936;30.327626;(812) 511-96-00, 510-95-00;пн,вт,ср,пт 9.00-12.00
"ГУЗ ""Санкт-Петербургская детская инфекционная больница №5 им. Н.Ф. Филатова""";Санкт-Петербург;Санкт-Петербург;Санкт-Петербург;ул. Бухарестская, 134;59.839062;30.42116;(812) 776-18-18, 708-16-34;пн-пт 9.00-12.00
"ГУЗ ""Курганская областная станция переливания крови""";Курганская область;Курган;Курган;г. Курган, ул. Ленина, д. 40-а;55.453689;65.342323;(3522) 46-63-96;пн-пт 9.00-13.00
"МУЗ ""Белоярская ЦРБ""";Ханты-Мансийский АО;Белоярский;Белоярский;г. Белоярский, ул. Барсукова, 6;63.709026;66.670475;(34670) 2-48-05;пн-пт 9.00 - 13.00
"МУ ""ГБ г. Лангепас""";Ханты-Мансийский АО;Лангепас;Лангепас;г. Лангепас, ул. Ленина, 13;61.265166;75.163937;(34669) 2-54-52;пн-пт 9.00 - 13.00
"МЛПУ ""ГБ г.Мегион""";Ханты-Мансийский АО;Мегион;Мегион;г. Мегион, ул. Заречная, 6;61.051024;76.112881;(34663) 3-69-83, 3-29-76;пн-пт 9.00 - 13.00
"БУ ""Нефтеюганская станция переливания крови""";Ханты-Мансийский АО;Нефтеюганский;Нефтеюганск;г. Нефтеюганск, мкр. 16, 12, пом. 1;61.103161;72.603092;(3463) 25-65-33;пн-пт 9.00 - 13.00
"БУ ""Нижневартовская станция переливания крови""";Ханты-Мансийский АО;Нижневартовский;Нижневартовск;г. Нижневартовск, ул. Пермская, 1-Б;60.949493;76.554737;(3466) 45-91-15, 45-99-86;пн-пт 9.00 - 13.00
"МУЗ ""Советская ЦРБ""";Ханты-Мансийский АО;Советский;Советский;г. Советский, ул. Киевская, 33;61.368485;63.540745;(34675) 3-11-83, 3-71-18;пн-пт 9.00 - 13.00
"МУЗ ""Центральная городская больница г. Покачи""";Ханты-Мансийский АО;Покачи;Покачи;г. Покачи, ул. Мира, 18;61.722842;75.368843;(34669) 7-24-08, 7-23-23;пн-пт 9.00 - 13.00
"МУЗ ""Центральная городская больница г. Радужный""";Ханты-Мансийский АО;Радужный;Радужный;г. Радужный, 2-ой мкр., 31;62.109761;77.477531;(34668) 3-78-71;пн-пт 9.00 - 13.00
"МУ ""ЦГБ г. Урай""";Ханты-Мансийский АО;Урай;Урай;г. Урай, ул. Ленина, 96;60.134376;64.806576;(34676) 2-11-23, 3-20-49;пн-пт 9.00 - 13.00
"ОГУП ""Челябинская областная станция переливания крови""";Челябинская область;Челябинск;Челябинск;454076, г. Челябинск, ул. Воровского, 68;55.142505;61.370888;(351) 232-78-88, 232-78-89;пн-пт 8.00 - 14.00
"Копейский отдел заготовки крови ОГУП ""ЧОСПК""";Челябинская область;Копейск;Копейск;г. Копейск, ул. Сутягина, 20;55.123663;61.621513;(35139) 7-56-53;пн-пт 8.00 - 12.00
"Коркинский отдел заготовки крови ОГУП ""ЧОСПК""";Челябинская область;Коркинский;Коркино;г. Коркино, ул. Маслова, 14 корп 3;54.916211;61.431999;(35152) 3-87-47;пн-пт 8.00 - 11.00
"Саткинский отдел заготовки крови ОГУП ""ЧОСПК""";Челябинская область;Саткинский;Сатка;г. Сатка, ул. Куйбышева, 15;55.048994;58.969002;(35161) 3-33-44;пн-пт 8.00 - 11.00
Южноуральский отдел заготовки крови;Челябинская область;Южноуральск;Южноуральск;Южноуральск, ул. Строителей, 21;54.447007;61.242485;(35134) 4-27-18;пн-пт 8:00 - 11:00
"Златоустовский филиал ОГУП ""ЧОСПК""";Челябинская область;Златоуст;Златоуст;г. Златоуст, пр-т Гагарина, 8 линия, 4;55.189178;59.645348;(35136) 5-32-81;пн-пт 8.00 - 12.00
Отделение переливания крови г. Магнитогорск;Челябинская область;Магнитогорск;Магнитогорск;г. Магнитогорск, пр-т К. Маркса, 176;53.463239;59.078178;(3519) 34-05-90;пн-пт 8.00 - 12.00
"Миасский филиал ОГУП ""ЧОСПК""";Челябинская область;Миасс;Миасс;г. Миасс, пр-т Автозаводцев, 36;55.03365;60.11982;(35135) 7-07-95;пн-пт 8.00 - 12.00
